,variable,instances,pos_instances,neg_instances,percent_fraud
2418,tmbl,1,0.0,1.0,0.0
2419,sdncommunications,1,0.0,1.0,0.0
2420,casachapala,1,0.0,1.0,0.0
2421,cdts,2,0.0,2.0,0.0
2422,juscaterinbaby,1,0.0,1.0,0.0
2423,olympiabts,1,0.0,1.0,0.0
2424,bristolinmotion,3,0.0,3.0,0.0
2425,kinokuniya,1,0.0,1.0,0.0
2426,careygraham,1,0.0,1.0,0.0
2427,cannonandcannon,1,0.0,1.0,0.0
2428,running4yourlife,1,0.0,1.0,0.0
2429,clearthinking,1,0.0,1.0,0.0
2430,islamic-deal,1,0.0,1.0,0.0
2431,hillsong,5,0.0,5.0,0.0
2432,synergema,1,0.0,1.0,0.0
2433,southbayclubs,1,0.0,1.0,0.0
2434,mtac,1,0.0,1.0,0.0
2435,cgma,1,0.0,1.0,0.0
2436,teenmania,1,0.0,1.0,0.0
2437,thenewhomecouncil,1,0.0,1.0,0.0
2438,sfscore,4,0.0,4.0,0.0
2439,marriageresourcecenter,2,0.0,2.0,0.0
2440,ceuwow,2,0.0,2.0,0.0
2441,mspalliance,1,0.0,1.0,0.0
2442,ncabr,1,0.0,1.0,0.0
2443,digitalcraftworks,1,0.0,1.0,0.0
2444,svpg,1,0.0,1.0,0.0
2445,imaj,1,0.0,1.0,0.0
2446,wfrn,1,0.0,1.0,0.0
2447,umamimart,1,0.0,1.0,0.0
2448,roanoke,3,0.0,3.0,0.0
2449,taylorsmarket,1,0.0,1.0,0.0
2450,luminavefilms,1,0.0,1.0,0.0
2451,thethirdstage,2,0.0,2.0,0.0
2452,dressforsuccess,1,0.0,1.0,0.0
2453,breakwaterfp,2,0.0,2.0,0.0
2454,marepweb,1,0.0,1.0,0.0
2455,xtremecagewars,1,0.0,1.0,0.0
2456,assocmanagement,1,0.0,1.0,0.0
2457,tenvalleyhomes,1,0.0,1.0,0.0
2458,truecouponing,1,0.0,1.0,0.0
2459,phase2technology,1,0.0,1.0,0.0
2460,harvardclubsf,2,0.0,2.0,0.0
2461,philadelphiacoaches,1,0.0,1.0,0.0
2462,dmacdangler,1,0.0,1.0,0.0
2463,coferconsulting,1,0.0,1.0,0.0
2464,edgecommunitychurch,1,0.0,1.0,0.0
2465,antitraffickingcoalition,1,0.0,1.0,0.0
2466,thetrugroup,1,0.0,1.0,0.0
2467,ou,1,0.0,1.0,0.0
2468,collegehill,1,0.0,1.0,0.0
2469,worldofchildren,1,0.0,1.0,0.0
2470,fitunlt,2,0.0,2.0,0.0
2471,wildaid,1,0.0,1.0,0.0
2472,ucsc,1,0.0,1.0,0.0
2473,condorperformance,1,0.0,1.0,0.0
2474,peacelinklive,1,0.0,1.0,0.0
2475,belezanyc,1,0.0,1.0,0.0
2476,cbllc,2,0.0,2.0,0.0
2477,co2conference,1,0.0,1.0,0.0
2478,cmhds,4,0.0,4.0,0.0
2479,outandaboutmags,1,0.0,1.0,0.0
2480,impromptease,1,0.0,1.0,0.0
2481,shakti808,1,0.0,1.0,0.0
2482,napavalleymarriott,1,0.0,1.0,0.0
2483,clerk,1,1.0,0.0,100.0
2484,local-n-global,1,0.0,1.0,0.0
2485,ywcabergencounty,1,0.0,1.0,0.0
2486,paretofundraising,1,0.0,1.0,0.0
2487,pledge5,4,0.0,4.0,0.0
2488,samecharleston,1,0.0,1.0,0.0
2489,perthblitz,1,0.0,1.0,0.0
2490,yorkitchen,3,0.0,3.0,0.0
2491,ytko,1,0.0,1.0,0.0
2492,aspergersmn,1,0.0,1.0,0.0
2493,thelotinitiative,1,0.0,1.0,0.0
2494,theshaktitemple,1,0.0,1.0,0.0
2495,chatterboxsocialmedia,3,0.0,3.0,0.0
2496,jobsfc,2,2.0,0.0,100.0
2497,think-yourself-slim,2,0.0,2.0,0.0
2498,yorkcvs,4,0.0,4.0,0.0
2499,rmcpromos,1,0.0,1.0,0.0
2500,coolventures,1,0.0,1.0,0.0
2501,gourmetgastronomer,1,0.0,1.0,0.0
2502,alacartecaters,1,0.0,1.0,0.0
2503,setmefreeministries,1,0.0,1.0,0.0
2504,choosemindfulness,1,0.0,1.0,0.0
2505,disciplinecorps,3,0.0,3.0,0.0
2506,massimobruno,1,0.0,1.0,0.0
2507,p2c,3,0.0,3.0,0.0
2508,wi,3,0.0,3.0,0.0
2509,akmnashville,1,0.0,1.0,0.0
2510,innovatestl,1,0.0,1.0,0.0
2511,trailsandopenspaces,1,0.0,1.0,0.0
2512,babeland,1,0.0,1.0,0.0
2513,crushimprov,1,0.0,1.0,0.0
2514,2funny,2,0.0,2.0,0.0
2515,cagbc,1,0.0,1.0,0.0
2516,arkansasphilharmonic,1,0.0,1.0,0.0
2517,sounddiscipline,2,0.0,2.0,0.0
2518,casaschristianschool,1,0.0,1.0,0.0
2519,addthyme,2,0.0,2.0,0.0
2520,redlanyard,1,0.0,1.0,0.0
2521,flagshipsd,1,0.0,1.0,0.0
2522,scrapexchange,4,0.0,4.0,0.0
2523,brunel,1,0.0,1.0,0.0
2524,mchsi,2,0.0,2.0,0.0
2525,washingtonmasterchorale,1,0.0,1.0,0.0
2526,luchaxtreme,1,0.0,1.0,0.0
2527,wcrgwinnett,1,0.0,1.0,0.0
2528,impentertainment,1,0.0,1.0,0.0
2529,philippeescayola,1,0.0,1.0,0.0
2530,massecon,2,0.0,2.0,0.0
2531,modelmutiny,1,0.0,1.0,0.0
2532,brooklynrobotfoundry,3,0.0,3.0,0.0
2533,alexandrawatson,1,0.0,1.0,0.0
2534,rave,2,0.0,2.0,0.0
2535,nottscc,2,0.0,2.0,0.0
2536,rewiremyhealth,1,0.0,1.0,0.0
2537,stcloudstate,3,0.0,3.0,0.0
2538,csusm,2,0.0,2.0,0.0
2539,orphansinneed,1,0.0,1.0,0.0
2540,off-the-fence,3,0.0,3.0,0.0
2541,slswa,1,0.0,1.0,0.0
2542,anatomicalconcepts,1,0.0,1.0,0.0
2543,daemen,1,0.0,1.0,0.0
2544,bikalope,1,0.0,1.0,0.0
2545,leela-sf,1,0.0,1.0,0.0
2546,orion,1,0.0,1.0,0.0
2547,grandrapidsfirst,1,0.0,1.0,0.0
2548,qtemfg,1,0.0,1.0,0.0
2549,bkstreet,1,0.0,1.0,0.0
2550,soulmillionaire,1,0.0,1.0,0.0
2551,bforb,2,0.0,2.0,0.0
2552,exacq,1,0.0,1.0,0.0
2553,cantonfoodtours,2,0.0,2.0,0.0
2554,thefetch,2,0.0,2.0,0.0
2555,turnandpunch,1,0.0,1.0,0.0
2556,dentonsports,1,0.0,1.0,0.0
2557,hraff,2,0.0,2.0,0.0
2558,gpswealth,1,0.0,1.0,0.0
2559,mfcdc,1,0.0,1.0,0.0
2560,bigtrain,1,0.0,1.0,0.0
2561,astia,1,0.0,1.0,0.0
2562,contractor,1,1.0,0.0,100.0
2563,subsoc,1,0.0,1.0,0.0
2564,aurumlounge,1,0.0,1.0,0.0
2565,seattleshakespeare,1,0.0,1.0,0.0
2566,ecosoc,2,0.0,2.0,0.0
2567,disney,1,0.0,1.0,0.0
2568,eroticfantasymansion,1,0.0,1.0,0.0
2569,nmjazz,2,0.0,2.0,0.0
2570,flamencoschool,2,0.0,2.0,0.0
2571,vizcayavilla,1,0.0,1.0,0.0
2572,sandrinacecchini,1,0.0,1.0,0.0
2573,greatpotential,1,0.0,1.0,0.0
2574,museumsgalleriesscotland,1,0.0,1.0,0.0
2575,alia,1,0.0,1.0,0.0
2576,neighborhoodleadership,1,0.0,1.0,0.0
2577,delicasf,1,0.0,1.0,0.0
2578,primehire,2,2.0,0.0,100.0
2579,synochus,1,0.0,1.0,0.0
2580,lisajadis,1,0.0,1.0,0.0
2581,co-work,1,0.0,1.0,0.0
2582,sothebysrealty,1,0.0,1.0,0.0
2583,tls-graphics,1,0.0,1.0,0.0
2584,adcouncilroch,1,0.0,1.0,0.0
2585,americascup,1,0.0,1.0,0.0
2586,fallout-uk,1,0.0,1.0,0.0
2587,restoringthefire,1,0.0,1.0,0.0
2588,winegoddess,2,0.0,2.0,0.0
2589,oaktoberfest,1,0.0,1.0,0.0
2590,groupzap,1,0.0,1.0,0.0
2591,mbsys,1,0.0,1.0,0.0
2592,ocfl,2,0.0,2.0,0.0
2593,lucidbrewing,1,0.0,1.0,0.0
2594,thmastery,1,0.0,1.0,0.0
2595,baml,1,0.0,1.0,0.0
2596,ubuntuleadership,2,0.0,2.0,0.0
2597,innovationbay,1,0.0,1.0,0.0
2598,advertisingandpr,1,0.0,1.0,0.0
2599,vtchamps,1,0.0,1.0,0.0
2600,cbsr,3,0.0,3.0,0.0
2601,web-netz,1,0.0,1.0,0.0
2602,asli,2,0.0,2.0,0.0
2603,ginasalvador808,1,0.0,1.0,0.0
2604,myway,3,3.0,0.0,100.0
2605,stromax,1,0.0,1.0,0.0
2606,moisdelaphoto,1,0.0,1.0,0.0
2607,lascoenterprises,1,0.0,1.0,0.0
2608,judomath,1,0.0,1.0,0.0
2609,themacgroups,1,0.0,1.0,0.0
2610,lawofselfdefense,1,0.0,1.0,0.0
2611,gongshowgear,1,0.0,1.0,0.0
2612,mooddisorders,1,0.0,1.0,0.0
2613,taipei9,3,0.0,3.0,0.0
2614,westcoastfamily,1,0.0,1.0,0.0
2615,guadalupeculturalarts,1,0.0,1.0,0.0
2616,situationopera,1,0.0,1.0,0.0
2617,cyrtostogroup,1,0.0,1.0,0.0
2618,rady,1,0.0,1.0,0.0
2619,northpark,4,0.0,4.0,0.0
2620,socialpintnetwork,1,0.0,1.0,0.0
2621,certifiedforensicloanauditors,2,0.0,2.0,0.0
2622,schoolbiz,1,0.0,1.0,0.0
2623,aacn,1,0.0,1.0,0.0
2624,summerschoolalmere,1,0.0,1.0,0.0
2625,callofthesea,4,0.0,4.0,0.0
2626,plushshow,1,0.0,1.0,0.0
2627,karenklassen,3,0.0,3.0,0.0
2628,thewatershedproject,1,0.0,1.0,0.0
2629,raeagency,1,0.0,1.0,0.0
2630,gbh,1,0.0,1.0,0.0
2631,chelseamusicfestival,2,0.0,2.0,0.0
2632,soulmateswines,1,0.0,1.0,0.0
2633,jbphotonvideo,1,0.0,1.0,0.0
2634,workforcedevelopment,1,0.0,1.0,0.0
2635,sfima,2,0.0,2.0,0.0
2636,baypayforum,2,0.0,2.0,0.0
2637,teachertalks,1,0.0,1.0,0.0
2638,quincegirlexpos,1,0.0,1.0,0.0
2639,jcimelbourne,1,0.0,1.0,0.0
2640,viceloungemiami,1,0.0,1.0,0.0
2641,foxintercultural,1,0.0,1.0,0.0
2642,howdoyoudo-marketing,1,0.0,1.0,0.0
2643,childcarenetwork,1,0.0,1.0,0.0
2644,elifeplans,1,0.0,1.0,0.0
2645,scepn,1,0.0,1.0,0.0
2646,s2temsc,1,0.0,1.0,0.0
2647,9cmarketing,1,0.0,1.0,0.0
2648,climatesolutions,1,0.0,1.0,0.0
2649,t4p,1,0.0,1.0,0.0
2650,wmcat,1,0.0,1.0,0.0
2651,fishingschool,1,0.0,1.0,0.0
2652,westsidebusinesswomen,2,0.0,2.0,0.0
2653,busibuddies,1,0.0,1.0,0.0
2654,andrewscheese,3,0.0,3.0,0.0
2655,kellogg,5,0.0,5.0,0.0
2656,cionataylor,1,0.0,1.0,0.0
2657,nygallerytours,4,0.0,4.0,0.0
2658,mywebinarsonline,1,0.0,1.0,0.0
2659,neutra-vdl,1,0.0,1.0,0.0
2660,worthingtonchorus,1,0.0,1.0,0.0
2661,designingadifference,1,0.0,1.0,0.0
2662,lotusclubs,1,0.0,1.0,0.0
2663,uica,3,0.0,3.0,0.0
2664,desertperinatalspa,7,0.0,7.0,0.0
2665,vacantlansing,1,0.0,1.0,0.0
2666,karengilbert,2,0.0,2.0,0.0
2667,newworks,1,0.0,1.0,0.0
2668,anglobalticnews,1,0.0,1.0,0.0
2669,cleanlearning,1,0.0,1.0,0.0
2670,vinegrowers,1,0.0,1.0,0.0
2671,ruah,2,0.0,2.0,0.0
2672,plywoodpeople,1,0.0,1.0,0.0
2673,asessippi,1,0.0,1.0,0.0
2674,ideatransform,1,0.0,1.0,0.0
2675,artjamzdc,4,0.0,4.0,0.0
2676,brunton-spall,1,0.0,1.0,0.0
2677,uncorkedevents,2,0.0,2.0,0.0
2678,thechurchinfo,1,0.0,1.0,0.0
2679,mscupcake,1,0.0,1.0,0.0
2680,aicongress,1,0.0,1.0,0.0
2681,massagetherapyfoundation,1,0.0,1.0,0.0
2682,bneairportrotary,1,0.0,1.0,0.0
2683,multimediamakers,1,0.0,1.0,0.0
2684,alloveralbany,1,0.0,1.0,0.0
2685,cluberos,4,0.0,4.0,0.0
2686,screenyorkshire,1,0.0,1.0,0.0
2687,businessgrowthadvisor,4,0.0,4.0,0.0
2688,minuteevents,2,0.0,2.0,0.0
2689,localpulsemarketing,1,0.0,1.0,0.0
2690,pivotmarketing,1,0.0,1.0,0.0
2691,charlottestreetcomputers,5,0.0,5.0,0.0
2692,evolutionpr,1,0.0,1.0,0.0
2693,hackneypirates,1,0.0,1.0,0.0
2694,developmenthell,1,0.0,1.0,0.0
2695,mrbugsly,1,0.0,1.0,0.0
2696,technomuses,1,0.0,1.0,0.0
2697,fillflash,1,0.0,1.0,0.0
2698,camdenliving,1,0.0,1.0,0.0
2699,whiskirooms,2,0.0,2.0,0.0
2700,allpoints123,1,0.0,1.0,0.0
2701,umb,1,0.0,1.0,0.0
2702,adventurecenter,2,0.0,2.0,0.0
2703,yvphila,1,0.0,1.0,0.0
2704,capebretonpartnership,1,0.0,1.0,0.0
2705,umich,1,0.0,1.0,0.0
2706,goaaa,1,0.0,1.0,0.0
2707,moretas4less,1,0.0,1.0,0.0
2708,londonpropertymingle,1,0.0,1.0,0.0
2709,entrustcs,1,0.0,1.0,0.0
2710,wapmi,1,0.0,1.0,0.0
2711,callynthphotography,1,0.0,1.0,0.0
2712,digitaldumbo,1,0.0,1.0,0.0
2713,csl,1,0.0,1.0,0.0
2714,alpfafiu,1,0.0,1.0,0.0
2715,fullenergydancers,1,0.0,1.0,0.0
2716,seedsoffaith,1,0.0,1.0,0.0
2717,c3presents,2,0.0,2.0,0.0
2718,brandelixir,1,0.0,1.0,0.0
2719,filantrypico,1,0.0,1.0,0.0
2720,garance,1,0.0,1.0,0.0
2721,newcommunity,1,0.0,1.0,0.0
2722,eco-tube,1,0.0,1.0,0.0
2723,adventurechurch,2,0.0,2.0,0.0
2724,decordova,1,0.0,1.0,0.0
2725,skitti,1,0.0,1.0,0.0
2726,menlopark,1,0.0,1.0,0.0
2727,naturalbabypros,1,0.0,1.0,0.0
2728,sacca,1,0.0,1.0,0.0
2729,unitedwaywinnipeg,1,0.0,1.0,0.0
2730,durhamlane,1,0.0,1.0,0.0
2731,themonti,1,0.0,1.0,0.0
2732,seattlesymphony,1,0.0,1.0,0.0
2733,batteryparkboston,1,0.0,1.0,0.0
2734,parentingsafechildren,3,0.0,3.0,0.0
2735,mandjbloomfield,1,0.0,1.0,0.0
2736,indglobal-consulting,1,1.0,0.0,100.0
2737,internetpower,1,0.0,1.0,0.0
2738,azag,1,0.0,1.0,0.0
2739,telveh,1,0.0,1.0,0.0
2740,songwriters,1,0.0,1.0,0.0
2741,uiegroup,1,0.0,1.0,0.0
2742,btns,1,0.0,1.0,0.0
2743,migrantsrights,1,0.0,1.0,0.0
2744,htcpl,1,0.0,1.0,0.0
2745,commonwealthparenting,5,0.0,5.0,0.0
2746,alcarbon,1,0.0,1.0,0.0
2747,takehearttulsa,1,0.0,1.0,0.0
2748,csupomona,2,0.0,2.0,0.0
2749,mad-sun,1,0.0,1.0,0.0
2750,santabarbarastudioartists,1,0.0,1.0,0.0
2751,lifelabsnewyork,2,0.0,2.0,0.0
2752,ifas,4,0.0,4.0,0.0
2753,counterpulse,2,0.0,2.0,0.0
2754,theyquiz,1,0.0,1.0,0.0
2755,spd,2,0.0,2.0,0.0
2756,carrollfletcher,1,0.0,1.0,0.0
2757,donkeywheel,1,0.0,1.0,0.0
2758,connecteducation,1,0.0,1.0,0.0
2759,therockstl,1,0.0,1.0,0.0
2760,digistor,2,0.0,2.0,0.0
2761,uiowa,1,0.0,1.0,0.0
2762,ab-ccsa,3,0.0,3.0,0.0
2763,lushsaturdays,2,2.0,0.0,100.0
2764,petermayes,2,0.0,2.0,0.0
2765,divexhibitions,5,0.0,5.0,0.0
2766,niagararegion,1,0.0,1.0,0.0
2767,ppocohn,1,0.0,1.0,0.0
2768,trca,1,0.0,1.0,0.0
2769,islingtonchamber,1,0.0,1.0,0.0
2770,garivers,1,0.0,1.0,0.0
2771,snsyc,1,0.0,1.0,0.0
2772,uel,1,0.0,1.0,0.0
2773,dntbrand,1,0.0,1.0,0.0
2774,twistedrootsvineyard,1,0.0,1.0,0.0
2775,mixed-studios,1,0.0,1.0,0.0
2776,diopitt,1,0.0,1.0,0.0
2777,galthotel,1,0.0,1.0,0.0
2778,stoutburgersandbeers,1,0.0,1.0,0.0
2779,journeytheway,1,0.0,1.0,0.0
2780,northwestbible,1,0.0,1.0,0.0
2781,houstonitaliancenter,1,0.0,1.0,0.0
2782,thegidewoninvestmentgroup,1,0.0,1.0,0.0
2783,healthcareskills,3,0.0,3.0,0.0
2784,eventcornwall,1,0.0,1.0,0.0
2785,innertempleretreat,2,0.0,2.0,0.0
2786,restorativehealth,1,0.0,1.0,0.0
2787,opha,2,0.0,2.0,0.0
2788,brettodgers,1,0.0,1.0,0.0
2789,cffchurch,1,0.0,1.0,0.0
2790,aaafainc,1,0.0,1.0,0.0
2791,arizonadockdogs,3,0.0,3.0,0.0
2792,enviro-stewards,1,0.0,1.0,0.0
2793,zest-communications,1,0.0,1.0,0.0
2794,communitycentressa,1,0.0,1.0,0.0
2795,firsteducaid,1,0.0,1.0,0.0
2796,nsgso,1,0.0,1.0,0.0
2797,animageedge,1,0.0,1.0,0.0
2798,urbanthreadsstudio,2,0.0,2.0,0.0
2799,ivanchew,1,0.0,1.0,0.0
2800,thoughtlegion,1,0.0,1.0,0.0
2801,sandiegomusicfoundation,2,0.0,2.0,0.0
2802,greenbarkitchen,1,0.0,1.0,0.0
2803,sticktwiddlers,1,0.0,1.0,0.0
2804,pedalnationevents,1,0.0,1.0,0.0
2805,thedailylove,1,0.0,1.0,0.0
2806,saltlakechoralartists,1,0.0,1.0,0.0
2807,spotlessinteractive,1,0.0,1.0,0.0
2808,lahabracity,1,0.0,1.0,0.0
2809,rivervalleycharter,1,0.0,1.0,0.0
2810,fenuxe,1,0.0,1.0,0.0
2811,janebequick,1,0.0,1.0,0.0
2812,treasuredmemories,1,0.0,1.0,0.0
2813,levyresourcesinc,1,1.0,0.0,100.0
2814,gccnh,1,0.0,1.0,0.0
2815,childrensconsortium,1,0.0,1.0,0.0
2816,maxxam,1,0.0,1.0,0.0
2817,mandela,2,0.0,2.0,0.0
2818,cloudsecurityalliance,1,0.0,1.0,0.0
2819,prt-i,1,0.0,1.0,0.0
2820,lacocinasf,5,0.0,5.0,0.0
2821,nuvo,1,0.0,1.0,0.0
2822,chicagobeerexperience,3,0.0,3.0,0.0
2823,securityintech,1,0.0,1.0,0.0
2824,keepyourbusinessfightingfit,1,0.0,1.0,0.0
2825,djbworldphotography,3,0.0,3.0,0.0
2826,redriverbasincommission,1,0.0,1.0,0.0
2827,pharmathursdays,1,0.0,1.0,0.0
2828,lealmanfire,1,0.0,1.0,0.0
2829,jciedmonton,2,0.0,2.0,0.0
2830,donck,1,0.0,1.0,0.0
2831,artofexoticdancing,2,0.0,2.0,0.0
2832,platinumedge,4,0.0,4.0,0.0
2833,neverstop,2,0.0,2.0,0.0
2834,ghymca,1,0.0,1.0,0.0
2835,200peachtree,1,0.0,1.0,0.0
2836,detroit,1,0.0,1.0,0.0
2837,northtexas,2,0.0,2.0,0.0
2838,wiregrass,1,0.0,1.0,0.0
2839,uwgc,5,0.0,5.0,0.0
2840,in,1,1.0,0.0,100.0
2841,parsonsinteriors,1,0.0,1.0,0.0
2842,christmascrawl,1,0.0,1.0,0.0
2843,foodsensenow,1,0.0,1.0,0.0
2844,undergroundtraining,1,0.0,1.0,0.0
2845,latinconcepts,1,0.0,1.0,0.0
2846,paeel,1,0.0,1.0,0.0
2847,shadowhp,1,0.0,1.0,0.0
2848,collidesf,1,0.0,1.0,0.0
2849,freestyleescape,1,0.0,1.0,0.0
2850,pointwestrotary,1,0.0,1.0,0.0
2851,capitalenterprise,1,0.0,1.0,0.0
2852,kinetickonnections,1,0.0,1.0,0.0
2853,sebwichmann,2,0.0,2.0,0.0
2854,zerobalancing,3,0.0,3.0,0.0
2855,ljstrategies,1,0.0,1.0,0.0
2856,pittsburghmoves,1,0.0,1.0,0.0
2857,encorepets,1,0.0,1.0,0.0
2858,kensergi,1,0.0,1.0,0.0
2859,y-we,1,0.0,1.0,0.0
2860,qf,1,0.0,1.0,0.0
2861,signals,3,0.0,3.0,0.0
2862,corvettemuseum,1,0.0,1.0,0.0
2863,thesacredsexguy,1,0.0,1.0,0.0
2864,jamesshort,1,0.0,1.0,0.0
2865,sfcbf,1,0.0,1.0,0.0
2866,fivefryes,1,0.0,1.0,0.0
2867,citu,1,0.0,1.0,0.0
2868,roamlife,1,0.0,1.0,0.0
2869,lawinetasting,1,0.0,1.0,0.0
2870,kaffny,1,0.0,1.0,0.0
2871,goodwill-ni,1,0.0,1.0,0.0
2872,boardofchange,3,0.0,3.0,0.0
2873,libtax,2,0.0,2.0,0.0
2874,oceanstylemagazine,1,0.0,1.0,0.0
2875,watercoolerhub,1,0.0,1.0,0.0
2876,historycouncilnsw,1,0.0,1.0,0.0
2877,sundaybrunchclub,3,0.0,3.0,0.0
2878,uwwp,3,0.0,3.0,0.0
2879,xtra,3,0.0,3.0,0.0
2880,iheartfaces,1,0.0,1.0,0.0
2881,danebuylocal,1,0.0,1.0,0.0
2882,carleventures,1,0.0,1.0,0.0
2883,theinboundmarketingcompany,1,0.0,1.0,0.0
2884,autonomousmusic,4,0.0,4.0,0.0
2885,nancyreagansblog,1,0.0,1.0,0.0
2886,watchungarts,1,0.0,1.0,0.0
2887,interactiveminds,2,0.0,2.0,0.0
2888,optimuslegal,2,0.0,2.0,0.0
2889,1313main,1,0.0,1.0,0.0
2890,sequeldesign,1,0.0,1.0,0.0
2891,foxtalks,1,0.0,1.0,0.0
2892,demoweb,1,0.0,1.0,0.0
2893,zarkconsultancy,1,0.0,1.0,0.0
2894,cakesbyjames,2,0.0,2.0,0.0
2895,ericalanemusic,1,0.0,1.0,0.0
2896,oxfam,1,0.0,1.0,0.0
2897,go-science,1,0.0,1.0,0.0
2898,bdgofaledo,1,0.0,1.0,0.0
2899,geishabar,3,0.0,3.0,0.0
2900,carolinanightlife,3,0.0,3.0,0.0
2901,onediagage,1,0.0,1.0,0.0
2902,themunfordgroup,1,0.0,1.0,0.0
2903,intimateproductions,1,0.0,1.0,0.0
2904,thebusinessmindset,1,0.0,1.0,0.0
2905,innovateniagara,2,0.0,2.0,0.0
2906,goodsportpromotion,1,0.0,1.0,0.0
2907,publicartfund,1,0.0,1.0,0.0
2908,iie,1,0.0,1.0,0.0
2909,mongodb,10,0.0,10.0,0.0
2910,socialenterprise,1,0.0,1.0,0.0
2911,docomomo-us,1,0.0,1.0,0.0
2912,31and7,1,1.0,0.0,100.0
2913,boston-nightlife-ventures,2,0.0,2.0,0.0
2914,hyberlin,1,0.0,1.0,0.0
2915,hermescleveland,1,0.0,1.0,0.0
2916,beyondtheory,1,0.0,1.0,0.0
2917,kpr1radio,1,0.0,1.0,0.0
2918,digital4oreplay,1,0.0,1.0,0.0
2919,markcoopercoaching,1,0.0,1.0,0.0
2920,douglascollege,1,0.0,1.0,0.0
2921,intelligentoffice,1,0.0,1.0,0.0
2922,communitynhs,3,0.0,3.0,0.0
2923,unl,1,0.0,1.0,0.0
2924,tonicbarnyc,1,0.0,1.0,0.0
2925,usafootball,1,0.0,1.0,0.0
2926,ineverylanguage,1,0.0,1.0,0.0
2927,unitedwaytarrant,1,0.0,1.0,0.0
2928,clearviewculturalcenter,1,0.0,1.0,0.0
2929,kairossociety,1,0.0,1.0,0.0
2930,dccnet,2,0.0,2.0,0.0
2931,redstick,1,0.0,1.0,0.0
2932,businesscentre,3,0.0,3.0,0.0
2933,rcinitiative,1,0.0,1.0,0.0
2934,berkeleywaldorf,1,0.0,1.0,0.0
2935,maneentertainment,1,0.0,1.0,0.0
2936,madison,1,0.0,1.0,0.0
2937,ldawe,1,0.0,1.0,0.0
2938,greatlakescoffee,1,0.0,1.0,0.0
2939,cullenshouston,1,0.0,1.0,0.0
2940,people-like-us,1,0.0,1.0,0.0
2941,vyayam,1,0.0,1.0,0.0
2942,i4esbd,1,0.0,1.0,0.0
2943,pfcounselling,1,0.0,1.0,0.0
2944,olomanagardens,1,0.0,1.0,0.0
2945,innsbrook-resort,2,0.0,2.0,0.0
2946,sonofasaint,1,0.0,1.0,0.0
2947,sistersofstrength,1,0.0,1.0,0.0
2948,cambridgesinglesclub,1,0.0,1.0,0.0
2949,omegagroup,1,0.0,1.0,0.0
2950,humboldt,2,0.0,2.0,0.0
2951,seniorsource,1,0.0,1.0,0.0
2952,bizouwines,1,0.0,1.0,0.0
2953,sulsa,1,0.0,1.0,0.0
2954,the-mtc,1,0.0,1.0,0.0
2955,palestinefilm,1,0.0,1.0,0.0
2956,hubwestminster,2,0.0,2.0,0.0
2957,michelledunk,1,0.0,1.0,0.0
2958,trueindependent,3,0.0,3.0,0.0
2959,webowman,1,0.0,1.0,0.0
2960,eiradio,1,0.0,1.0,0.0
2961,taniajimenez,1,0.0,1.0,0.0
2962,izzane,3,3.0,0.0,100.0
2963,auramusicevents,1,0.0,1.0,0.0
2964,digitalenvy,1,0.0,1.0,0.0
2965,gibsonhousepublishers,1,0.0,1.0,0.0
2966,bizkriti,1,0.0,1.0,0.0
2967,ntbc,1,0.0,1.0,0.0
2968,motherdaughtercentre,1,0.0,1.0,0.0
2969,parkpeoplemke,1,0.0,1.0,0.0
2970,jeremyhusephotography,1,0.0,1.0,0.0
2971,inovativ,1,0.0,1.0,0.0
2972,manchester,1,0.0,1.0,0.0
2973,rodanandfields,6,0.0,6.0,0.0
2974,nojunkproductions,1,0.0,1.0,0.0
2975,thenetworkcoach,2,0.0,2.0,0.0
2976,midtier,1,0.0,1.0,0.0
2977,ttdcoaching,1,0.0,1.0,0.0
2978,lifetimefitness,2,0.0,2.0,0.0
2979,vvc,1,0.0,1.0,0.0
2980,greenspaceshome,2,0.0,2.0,0.0
2981,mayvintraininginstitute,1,0.0,1.0,0.0
2982,thebantugroup,1,0.0,1.0,0.0
2983,lgc,1,0.0,1.0,0.0
2984,milanimedia,1,0.0,1.0,0.0
2985,johncparks,1,0.0,1.0,0.0
2986,sextonbusinesssolutions,1,0.0,1.0,0.0
2987,masvinomiami,1,0.0,1.0,0.0
2988,movestheneedle,1,0.0,1.0,0.0
2989,noco2,1,0.0,1.0,0.0
2990,summajewelers,1,0.0,1.0,0.0
2991,tascoss,2,0.0,2.0,0.0
2992,davidnaylor,1,0.0,1.0,0.0
2993,halfpinthorses,1,0.0,1.0,0.0
2994,portolacoffeelab,2,0.0,2.0,0.0
2995,terraycreative,1,0.0,1.0,0.0
2996,northtexasnaiop,1,0.0,1.0,0.0
2997,tulliehouse,1,0.0,1.0,0.0
2998,somaly,1,0.0,1.0,0.0
2999,pitt,1,0.0,1.0,0.0
3000,namimn,1,0.0,1.0,0.0
3001,fvcdc,1,0.0,1.0,0.0
3002,innovit,1,0.0,1.0,0.0
3003,aureaensemble,1,0.0,1.0,0.0
3004,utscotsguard,1,0.0,1.0,0.0
3005,devotedweddings,1,0.0,1.0,0.0
3006,sanjosejazz,1,0.0,1.0,0.0
3007,bravuraconsulting,1,0.0,1.0,0.0
3008,first5fresno,1,0.0,1.0,0.0
